,0
649,addictive
650,painkillers
651,come
652,solution
653,come
654,painkiller
655,addictive
656,far
657,things
658,incredibly
659,addictive
660,going
661,find
662,answer
663,also
664,us
665,today
666,jim
667,jean
668,mozer
669,lost
670,beautiful
671,son
672,adam
673,fentanyl
674,overdose
675,addiction
676,began
677,prescription
678,pills
679,found
680,kitchen
681,cabinet
682,since
683,begun
684,zero
685,left
686,initiative
687,help
688,families
689,get
690,rid
691,excess
692,painkillers
693,jim
694,jean
695,sorry
696,loss
697,great
698,boy
699,great
700,boy
701,applaud
702,strength
703,leadership
704,come
705,come
706,come
707,tell
708,us
709,boy
710,ms
711,mozer
712,adam
713,oldest
714,son
715,great
716,kid
717,smart
718,kid
719,grew
720,rural
721,east
722,kingston
723,new
724,hampshire
725,degree
726,actuarial
727,science
728,many
729,know
730,science
731,forecasting
732,risk
733,kind
734,kid
735,made
736,feel
737,really
738,good
739,give
740,five
741,minutes
742,really
743,liked
744,know
745,made
746,bad
747,choice
748,one
749,night
750,smart
751,found
752,way
753,kitchen
754,cabinet
755,sadly
756,rest
757,history
758,got
759,hooked
760,go
761,street
762,eventually
763,found
764,fentanyl
765,gone
766,two
767,half
768,years
769,miss
770,every
771,day
772,thank
773,president
774,thank
775,darling
776,take
777,care
778,okay
779,ms
780,mozer
781,thank
782,president
783,thank
784,thank
785,much
786,thank
787,appreciate
788,many
789,cases
790,like
791,also
792,taking
793,action
794,prevent
795,addiction
796,addressing
797,problem
798,overprescribing
799,department
800,justice
801,looking
802,seriously
803,bringing
804,major
805,litigation
806,drug
807,companies
808,bring
809,federal
810,level
811,states
812,already
813,bringing
814,thinking
815,bringing
816,high
817,federal
818,level
819,job
820,going
821,cut
822,nationwide
823,opioid
824,prescriptions
825,one
826,third
827,next
828,three
829,years
830,also
831,going
832,make
833,sure
834,virtually
835,prescriptions
836,reimbursed
837,federal
838,government
839,follow
840,best
841,practices
842,prescribing
843,ensure
844,opioid
845,addiction
846,subsidized
847,american
848,taxpayer
849,best
850,way
851,important
852,best
853,way
854,beat
855,drug
856,crisis
857,keep
858,people
859,getting
860,hooked
861,drugs
862,begin
863,part
864,effort
865,important
866,something
867,i
868,strongly
869,favor
870,spending
871,lot
872,money
873,great
874,commercials
875,showing
876,bad
877,kids
878,seeing
879,commercials
880,right
881,shows
882,television
883,wherever
884,internet
885,see
886,commercials
887,i
888,want
889,part
890,least
891,expensive
892,thing
893,scare
894,ending
895,like
896,people
897,commercials
898,make
899,bad
900,commercials
901,make
902,pretty
903,unsavory
904,situations
905,seen
906,impact
907,smoking
908,cigarettes
909,see
910,happens
911,body
912,see
913,happens
914,mind
915,announcing
916,new
917,website
918,crisisnextdoor
919,gov
920,americans
921,share
922,stories
923,danger
924,opioid
925,addiction
926,addictions
927,thinking
928,really
929,largescale
930,rollout
931,commercials
932,show
933,bad
934,kids
935,see
936,commercials
937,hopefully
938,going
939,going
940,drugs
941,kind
942,drugs
943,kind
944,save
945,lot
946,lives
