,0
1653,today
1654,time
1655,since
1656,north
1657,vietnam
1658,began
1659,invasion
1660,regular
1661,forces
1662,4
1663,years
1664,ago
1665,free
1666,nations
1667,asia
1668,know
1669,sure
1670,time
1671,america
1672,cares
1673,freedom
1674,also
1675,cares
1676,america
1677,vital
1678,interests
1679,asia
1680,throughout
1681,pacific
1682,north
1683,vietnamese
1684,know
1685,cannot
1686,achieve
1687,aggressive
1688,purposes
1689,force
1690,may
1691,hard
1692,fighting
1693,settlement
1694,reached
1695,i
1696,assure
1697,yield
1698,victory
1699,communist
1700,cause
1701,i
1702,cannot
1703,speak
1704,tonight
1705,vietnam
1706,without
1707,paying
1708,personal
1709,tribute
1710,men
1711,carried
1712,battle
1713,us
1714,i
1715,honored
1716,commander
1717,chief
1718,nation
1719,owes
1720,unstinting
1721,support
1722,battle
1723,continues
1724,enduring
1725,gratitude
1726,service
1727,done
1728,finally
1729,quest
1730,stable
1731,peace
1732,middle
1733,east
1734,goes
1735,many
1736,capitals
1737,tonight
1738,america
1739,fully
1740,supports
1741,unanimous
1742,resolution
1743,u
1744,n
1745,security
1746,council
1747,points
1748,way
1749,must
1750,settlement
1751,armed
1752,hostility
1753,exists
1754,region
1755,world
1756,today
1757,threat
1758,israel
1759,arab
1760,states
1761,threat
1762,every
1763,one
1764,us
1765,entire
1766,world
1767,well
1768,friends
1769,congress
1770,i
1771,want
1772,conclude
1773,personal
1774,words
1775,i
1776,rejected
1777,rejected
1778,finally
1779,accepted
1780,congressional
1781,leadership
1782,invitation
1783,come
1784,speak
1785,farewell
1786,person
1787,tonight
1788,i
1789,two
1790,reasons
1791,one
1792,philosophical
1793,i
1794,wanted
1795,give
1796,judgment
1797,i
1798,saw
1799,issues
1800,nation
1801,i
1802,view
1803,i
1804,leave
1805,pure
1806,sentimental
1807,life
1808,public
1809,official
1810,spent
1811,building
1812,38
1813,years
1814,since
1815,i
1816,worked
1817,gallery
1818,doorkeeper
1819,house
1820,representatives
1821,i
1822,known
1823,halls
1824,i
1825,known
1826,men
1827,pretty
1828,well
1829,walked
1830,i
1831,know
1832,questions
1833,face
1834,i
1835,know
1836,conflicts
1837,endure
1838,i
1839,know
1840,ideals
1841,seek
1842,serve
1843,i
1844,left
1845,first
1846,become
1847,vice
1848,president
1849,become
1850,moment
1851,tragedy
1852,president
1853,united
1854,states
1855,term
1856,office
1857,marked
1858,series
1859,challenges
1860,home
1861,throughout
1862,world
1863,meeting
1864,challenges
1865,nation
1866,found
1867,new
1868,confidence
1869,meeting
1870,others
1871,knew
1872,turbulence
1873,doubt
1874,fear
1875,hate
1876,throughout
1877,time
1878,i
1879,sustained
1880,faith
1881,representative
1882,democracy
1883,faith
1884,i
1885,learned
1886,capitol
1887,building
1888,employee
1889,congressman
1890,senator
1891,i
1892,believe
1893,deeply
1894,ultimate
1895,purposes
1896,nation
1897,described
1898,constitution
1899,tempered
1900,history
1901,embodied
1902,progressive
1903,laws
1904,given
1905,life
1906,men
1907,women
1908,elected
1909,serve
1910,fellow
1911,citizens
1912,five
1913,demanding
1914,years
1915,white
1916,house
1917,i
1918,strengthened
1919,counsel
1920,cooperation
1921,two
1922,great
1923,former
1924,presidents
1925,harry
1926,truman
1927,dwight
1928,david
1929,eisenhower
1930,i
1931,guided
1932,memory
1933,pleasant
1934,close
1935,association
1936,beloved
1937,john
1938,f
1939,kennedy
1940,greatest
1941,modern
1942,legislator
1943,speaker
1944,sam
1945,rayburn
1946,i
1947,assisted
1948,friend
1949,every
1950,step
1951,way
1952,vice
1953,president
1954,hubert
1955,humphrey
1956,i
1957,grateful
1958,i
1959,supported
1960,daily
1961,loyalty
1962,speaker
1963,mccormack
1964,majority
1965,leader
1966,albert
1967,i
1968,benefited
1969,wisdom
1970,senator
1971,mike
1972,mansfield
1973,i
1974,sure
1975,i
1976,avoided
1977,many
1978,dangerous
1979,pitfalls
1980,good
1981,commonsense
1982,counsel
1983,president
1984,pro
1985,tem
1986,senate
1987,senator
1988,richard
1989,brevard
1990,russell
1991,i
1992,received
1993,generous
1994,cooperation
1995,leaders
1996,republican
1997,party
1998,congress
1999,united
2000,states
2001,senator
2002,dirksen
2003,congressman
2004,gerald
2005,ford
2006,minority
2007,leader
2008,president
2009,ask
2010,although
2011,i
2012,upon
2013,occasions
2014,presidents
2015,ever
2016,blessed
2017,much
2018,president
2019,elect
2020,nixon
2021,days
2022,ahead
2023,going
2024,need
2025,understanding
2026,i
2027,entitled
2028,i
2029,hope
2030,every
2031,member
2032,remember
2033,burdens
2034,bear
2035,president
2036,borne
2037,us
2038,us
2039,try
2040,increase
2041,burdens
2042,sake
2043,narrow
2044,personal
2045,partisan
2046,advantage
2047,time
2048,leave
2049,i
2050,hope
2051,may
2052,said
2053,hundred
2054,years
2055,working
2056,together
2057,helped
2058,make
2059,country
2060,people
2061,well
2062,insure
2063,guarantee
2064,blessings
2065,liberty
2066,posterity
2067,i
2068,hope
2069,i
2070,believe
2071,least
2072,said
2073,tried
2074,mr
2075,speaker
2076,mr
2077,president
2078,members
2079,congress
2080,fellow
2081,americans
2082,sixth
2083,last
2084,time
2085,i
2086,present
2087,congress
2088,assessment
2089,state
2090,union
2091,i
2092,shall
2093,speak
2094,tonight
2095,challenge
2096,opportunity
2097,commitments
2098,us
2099,made
2100,together
2101,carry
2102,give
2103,america
2104,best
2105,chance
2106,achieve
2107,kind
2108,great
2109,society
2110,want
2111,every
2112,president
2113,lives
2114,could
2115,great
2116,events
2117,presidency
2118,part
2119,larger
2120,sequence
2121,extending
2122,back
2123,several
2124,years
2125,extending
2126,back
2127,several
2128,administrations
2129,urban
2130,unrest
2131,poverty
2132,pressures
2133,welfare
2134,education
2135,people
2136,law
2137,enforcement
2138,law
2139,order
2140,continuing
2141,crisis
2142,middle
2143,east
2144,conflict
2145,vietnam
2146,dangers
2147,nuclear
2148,war
2149,great
2150,difficulties
2151,dealing
2152,communist
2153,powers
2154,much
2155,common
2156,causes
2157,causes
2158,gave
2159,rise
2160,existed
2161,us
2162,many
2163,years
2164,several
2165,presidents
2166,already
2167,sought
2168,try
2169,deal
2170,one
2171,presidents
2172,try
2173,resolve
2174,try
2175,contain
2176,years
2177,ahead
2178,us
2179,nation
2180,problems
2181,continuing
2182,great
2183,nation
2184,assets
2185,economy
2186,democratic
2187,system
2188,sense
2189,exploration
2190,symbolized
2191,recently
2192,wonderful
2193,flight
2194,apollo
2195,8
2196,americans
2197,took
