,0
1534,powerful
1535,dynamic
1536,rich
1537,could
1538,hope
1539,live
1540,isolation
1541,nations
1542,especially
1543,time
1544,science
1545,technology
1546,making
1547,world
1548,small
1549,took
1550,brigham
1551,young
1552,followers
1553,108
1554,days
1555,go
1556,winter
1557,quarters
1558,nebraska
1559,valley
1560,great
1561,salt
1562,lake
1563,takes
1564,30
1565,minutes
1566,missile
1567,go
1568,one
1569,continent
1570,another
1571,seek
1572,become
1573,world
1574,power
1575,position
1576,thrust
1577,upon
1578,us
1579,events
1580,became
1581,one
1582,i
1583,proud
1584,i
1585,well
1586,understand
1587,attraction
1588,earlier
1589,days
1590,one
1591,us
1592,moments
1593,longing
1594,past
1595,two
1596,world
1597,wars
1598,clearly
1599,shown
1600,us
1601,try
1602,may
1603,cannot
1604,turn
1605,back
1606,world
1607,outside
1608,jeopardize
1609,economic
1610,well
1611,jeopardize
1612,political
1613,stability
1614,jeopardize
1615,physical
1616,safety
1617,turn
1618,away
1619,abandon
1620,world
1621,whose
1622,ambition
1623,destroy
1624,free
1625,society
1626,yield
1627,burdens
1628,carried
1629,20
1630,years
1631,surrender
1632,freedom
1633,country
1634,inevitably
1635,without
1636,united
1637,states
1638,chances
1639,freedom
1640,surviving
1641,let
1642,alone
1643,prevailing
1644,around
1645,globe
1646,nonexistent
1647,americans
1648,come
1649,long
1650,way
1651,accepting
1652,short
1653,time
1654,necessity
1655,world
1656,involvement
1657,strain
1658,involvement
1659,remains
1660,find
1661,country
1662,i
1663,see
1664,letters
1665,come
1666,desk
1667,every
1668,day
1669,find
1670,entangled
1671,apparently
1672,unanswerable
1673,problems
1674,unpronounceable
1675,places
1676,discover
1677,enemy
1678,one
1679,decade
1680,ally
1681,next
1682,find
1683,committed
1684,governments
1685,whose
1686,actions
1687,cannot
1688,often
1689,approve
1690,assisting
1691,societies
1692,principles
1693,different
1694,burdens
1695,maintaining
1696,immense
1697,military
1698,establishment
1699,one
1700,million
1701,americans
1702,serving
1703,outside
1704,frontiers
1705,financing
1706,far
1707,flung
1708,program
1709,development
1710,assistance
1711,conducting
1712,complex
1713,baffling
1714,diplomacy
1715,weigh
1716,heavily
1717,upon
1718,us
1719,cause
1720,counsel
1721,retreat
1722,world
1723,full
1724,contradiction
1725,confusion
1726,policy
1727,seems
1728,lost
1729,black
1730,white
1731,clarity
1732,simpler
1733,times
1734,remembered
1735,maine
1736,went
1737,war
1738,little
1739,wonder
1740,confusion
1741,look
1742,back
1743,old
1744,days
1745,nostalgia
1746,little
1747,wonder
1748,desire
1749,country
1750,go
1751,back
1752,time
1753,nation
1754,lived
1755,alone
1756,little
1757,wonder
1758,increasingly
1759,want
1760,end
1761,entangling
1762,alliances
1763,end
1764,help
1765,foreign
1766,countries
1767,cessation
1768,diplomatic
1769,relations
1770,countries
1771,states
1772,whose
1773,principles
1774,dislike
1775,get
1776,united
1777,nations
1778,united
1779,states
1780,united
1781,states
1782,united
1783,nations
1784,retreat
1785,hemisphere
1786,even
1787,within
1788,boundaries
1789,take
1790,refuge
1791,behind
1792,wall
1793,force
1794,understandable
1795,effort
1796,recover
1797,old
1798,feeling
1799,simplicity
1800,yet
1801,world
1802,affairs
1803,aspects
1804,lives
1805,days
1806,quiet
1807,past
1808,gone
1809,forever
1810,science
1811,technology
1812,irreversible
1813,cannot
1814,return
1815,day
1816,sailing
1817,schooner
1818,covered
1819,wagon
1820,even
1821,wished
1822,nation
1823,survive
1824,succeed
1825,real
1826,world
1827,today
1828,must
1829,acknowledge
1830,realities
1831,world
1832,realities
1833,i
1834,mention
1835,must
1836,first
1837,recognize
1838,cannot
1839,remake
1840,world
1841,simply
1842,command
1843,cannot
1844,even
1845,bring
1846,people
1847,full
1848,citizenship
1849,without
1850,acts
1851,violence
1852,understand
1853,much
1854,harder
1855,control
1856,events
1857,beyond
1858,borders
1859,every
1860,nation
1861,traditions
1862,values
1863,aspirations
1864,assistance
1865,time
1866,time
1867,help
1868,nations
1869,preserve
1870,independence
1871,advance
1872,growth
1873,cannot
1874,remake
1875,image
1876,cannot
1877,enact
1878,laws
1879,operate
1880,governments
1881,dictate
1882,policies
1883,second
1884,must
1885,recognize
1886,every
1887,tion
1888,determines
1889,policies
1890,terms
1891,interests
1892,nation
1893,george
1894,washington
1895,wrote
1896,trusted
1897,farther
1898,bound
1899,interest
1900,prudent
1901,statesman
1902,politician
1903,depart
1904,national
1905,interest
1906,powerful
1907,ideology
1908,recent
1909,developments
1910,within
1911,communist
1912,empire
1913,show
1914,clearly
1915,friendship
1916,palmerston
1917,said
1918,may
1919,rise
1920,wane
1921,interests
1922,endure
1923,united
1924,states
1925,rightly
1926,determined
1927,years
1928,since
1929,1945
1930,three
1931,different
1932,administrations
1933,interest
1934,national
1935,security
1936,interest
1937,united
1938,states
1939,america
1940,best
1941,served
1942,preserving
1943,protecting
1944,world
1945,diversity
1946,one
1947,power
1948,one
1949,combination
1950,powers
1951,threaten
1952,security
1953,united
1954,states
1955,reason
1956,moved
1957,far
1958,world
1959,fear
1960,end
1961,war
1962,particularly
1963,china
1964,became
1965,communist
1966,japan
1967,germany
1968,would
1969,collapse
1970,two
1971,countries
1972,long
1973,served
1974,barrier
1975,soviet
1976,advance
1977,russian
1978,advance
1979,would
1980,open
1981,wave
1982,conquest
1983,europe
1984,asia
1985,balance
1986,power
1987,turning
1988,us
1989,would
1990,finally
1991,isolated
1992,ultimately
1993,destroyed
1994,engaged
1995,18
1996,years
1997,prevent
1998,happening
1999,prevent
2000,one
2001,monolithic
2002,power
2003,sufficient
2004,force
2005,destroy
2006,united
2007,states
2008,reason
2009,support
2010,alliances
2011,latin
2012,america
2013,reason
2014,support
2015,nato
2016,protect
2017,security
2018,western
2019,europe
2020,reason
2021,joined
2022,seato
2023,protect
2024,security
2025,asia
2026,neither
2027,russia
2028,china
2029,could
2030,control
2031,europe
2032,asia
2033,could
2034,control
2035,europe
2036,asia
2037,security
2038,assured
2039,involved
2040,however
2041,dangerous
2042,hazardous
2043,may
2044,however
2045,close
2046,may
2047,take
2048,us
2049,brink
2050,occasion
2051,however
2052,tired
2053,may
2054,get
2055,involvements
2056,governments
2057,far
2058,away
2059,one
2060,simple
2061,central
2062,theme
2063,american
2064,foreign
2065,policy
2066,us
2067,must
2068,recognize
2069,policy
2070,must
2071,continue
2072,follow
2073,support
2074,independence
2075,nations
2076,one
2077,bloc
2078,cannot
2079,gain
2080,sufficient
2081,power
2082,finally
2083,overcome
2084,us
2085,mistaking
2086,vital
2087,interest
2088,united
2089,states
2090,goes
2091,around
2092,world
2093,therefore
2094,accepting
2095,george
2096,washington
2097,said
2098,i
2099,realize
2100,george
2101,washington
2102,said
2103,intangling
2104,alliances
2105,ended
2106,science
2107,technology
2108,danger
2109,third
2110,must
2111,recognize
2112,foreign
2113,policy
2114,modern
2115,world
2116,lend
2117,easy
2118,simple
2119,black
2120,white
2121,solution
2122,diplomatic
2123,relations
2124,countries
2125,whose
2126,principles
2127,approved
2128,would
2129,relations
2130,countries
2131,short
2132,time
2133,withdraw
2134,assistance
2135,governments
2136,run
2137,differently
2138,would
2139,relinquish
2140,half
2141,world
2142,immediately
2143,adversaries
2144,treat
2145,foreign
2146,policy
2147,merely
2148,medium
2149,delivering
2150,self
2151,righteous
2152,sermons
2153,supposedly
2154,inferior
2155,people
2156,would
2157,give
2158,thought
2159,world
2160,influence
2161,world
2162,leadership
2163,purpose
2164,foreign
2165,policy
2166,provide
2167,outlet
2168,sentiments
2169,hope
2170,indignation
2171,shape
2172,real
2173,events
2174,real
2175,world
2176,cannot
2177,adopt
2178,policy
2179,says
2180,something
2181,happen
2182,others
2183,exactly
2184,wish
2185,return
2186,fortress
2187,america
2188,policy
2189,changing
2190,world
2191,retreat
2192,strength
2193,important
2194,adopt
2195,black
2196,white
2197,nothing
2198,policy
2199,subordinates
2200,interest
2201,irritations
2202,actual
2203,consequences
2204,would
2205,fatal
2206,security
2207,resign
2208,united
2209,nations
2210,break
2211,countries
2212,disapprove
2213,end
2214,foreign
2215,aid
2216,assistance
2217,countries
2218,attempt
2219,keep
2220,free
2221,call
2222,resumption
2223,atmospheric
2224,nuclear
2225,testing
2226,turn
2227,back
2228,rest
2229,mankind
2230,would
2231,abandoning
2232,america
2233,influence
2234,world
2235,would
2236,inviting
2237,communist
2238,expansion
2239,every
2240,communist
2241,power
2242,would
2243,greatly
2244,welcome
2245,effort
2246,many
2247,americans
2248,18
2249,years
2250,would
2251,gone
2252,wind
2253,policy
2254,conditions
2255,dangerous
2256,world
2257,would
2258,much
2259,deterrent
2260,effect
2261,world
2262,nations
2263,determined
2264,free
2265,could
2266,longer
2267,count
2268,united
2269,states
2270,policy
2271,retreat
2272,would
2273,folly
2274,backs
2275,wall
2276,surely
2277,even
2278,greater
2279,folly
2280,time
2281,realistic
2282,responsible
2283,affirmative
2284,policies
2285,wrought
2286,spectacular
2287,resuits
2288,striking
2289,thing
2290,world
2291,1963
2292,extent
2293,tide
2294,history
2295,begun
2296,flow
2297,direction
2298,freedom
2299,renounce
2300,world
2301,freedom
2302,abandon
2303,share
2304,commitment
2305,retire
2306,lonely
2307,splendid
2308,isolation
2309,would
2310,give
2311,communism
2312,one
2313,hope
2314,twilight
2315,disappointment
2316,might
2317,repair
2318,divisions
2319,rekindle
2320,hope
2321,gains
2322,fifties
2323,communist
2324,offensive
2325,claimed
2326,riding
2327,tide
2328,historic
2329,inevitability
2330,thwarted
2331,turned
2332,back
2333,recent
2334,months
2335,indeed
2336,whole
2337,theory
2338,historical
2339,inevitability
2340,belief
2341,roads
2342,must
2343,lead
2344,communism
2345,sooner
2346,later
2347,shattered
2348,determination
2349,believe
2350,men
2351,nations
2352,pursue
2353,variety
2354,roads
2355,nation
2356,evolve
2357,according
2358,traditions
2359,aspirations
2360,world
2361,future
2362,room
2363,diversity
2364,economic
2365,systems
2366,political
2367,creeds
2368,religious
2369,faiths
2370,united
2371,respect
2372,others
2373,loyalty
2374,world
2375,order
2376,forces
2377,diversity
2378,served
2379,mr
2380,washington
2381,national
2382,interest
2383,forces
2384,diversity
2385,ascendancy
2386,today
2387,even
2388,within
2389,communist
2390,empire
2391,policy
2392,point
2393,give
2394,forces
2395,diversity
2396,opposed
2397,forces
2398,uniformity
2399,adversaries
